  NTPC Limited ,NTPC
You Broadband India Pvt. Ltd,You broadband
"Olam International Ltd , Singapor",Olam International
Life Cell International Pvt Ltd,LifeCell International
The B2X Service Solutions Pvt Ltd.,B2x Service Solutions
Zomato Media,ZOMATO
Weizmann Forex Ltd.,Weizmann Forex
WATERMAKER INDIA PVT. LTD. - JEENA ,Watermaker
Thermax Global Ltd,Thermax Global
HIDADA LTD. NAGPUR,HIDADA
Bhabha Atomic Research Centre,BARC
AEROVENT PROJECTS PVT LTD,Aerovent Projects Pvt. Ltd.
ESPIRIT TOYOTA Field Motor  Ltd Bhubaneswar group of Sumi Mother son  New Delhi,Espirit Toyota
Tekwizard,TEK Wizard
VISAGE HOLDINGS AND FINANCE LTD,Visage Holdings and Finance
Uniworld sugars,Uniworld Sugars Private Ltd.
ESSILOR 2020 OPTICS PVT LTD,essilor 20 20 optics
Abbott India Ltd.,Abbott
Adorit IT Services Pvt Ltd.,Adroit Corporate Services
Bafna Pharmaceuticals Ltd.,Bafna Pharmaceuticals
Gabblin,gabblin social
Crem bell devayani food industries,Devyani Food Industries
"Icici bank,Hdfc bank,Fino pay bank,axis bank,",ICICI Bank
Kuwait Oil Company Ksc g,Kuwait Oil Company
franco indian pharmaceutical pvt ltd,Franco-Indian Pharmaceuticals
Paul global ,Paul George Global School
"L&T,TATA, ",L&T
Aurobindo pharma apl,Aurobindo Pharma
Dena Bank & Muthoot fincorp ltd,Dena Bank
Amejon,Amazon
service provider maruti,Maruti Suzuki
studying in ATTC bardang,Advanced Technical Training Centre
Mnc Npcl,Noida Power
Foxymoron Media Solutions Pvt Ltd,FoxyMoron Media Solutions
kvqa certification private limited,KVQA Certification Services
Hydratight qatar,Hydratight
Schneider Electric India Pvt Ltd,Schneider Electric
Bigcem cement pvt Ltd ,BIGCEM CEMENT
SP jagannath & sons Pvt. ltd.,S P Jagannath & Sons
Home credit india pvt ltd,Home Credit
Calcutta Electric Supply Corporation Ltd,CESC
satguru rojana retail pvt.ltd,Satguru Rojana Retail
TOYO SHARDA INDIA PRIVATE LIMITED,Toyo Sharda
INVENDIS TECHNOLOGIES INDIA PVT. LTD.,Invendis Technologies India
MEDGULF CONSTRUCTION COMPANY W.L.L.,Medgulf Construction workshop
Cestax Law Consultant,Cestax Law Consultants
MS University,MS University of Baroda
Reliance Industries jio,Reliance
Smart velue,smart value products and services
VIVO INDIA SMART PHONES,Vivo Smartphone
"ProV Infotech, Chennai",Prov Infotech Solutions
Samho tour and travel,Samho Tour & Travel
Rieter,Rieter
Wipro Financial ,Wipro
Sakthi hi- tech construction Pvt ltd,Sakthi Hi - Tech Constructions
Manappuram finance limited,Manappuram Finance
Willowoood CropScience Pvt Ltd,Willowood Chemicals
Al rosan cont.company ,Al Rosan Company
Amul Dairy,Amul Industries
Dr reddys laboratory,Dr Reddys Institute Life Sciences
"parle elizabeth tools pvt. ltd., vasai (east)",Parle Software
current company  tvs credit services ltd  and previous company  ujjjivan financial services,TVS Credit Services
SMC PNEUMATICS INDIA PRIVET LIMITED,smc pneumatics india pvt. ltd
sabic under jal international co lttd.,Jal International
YAZAKI INDIA PVT.LTD,Yazaki
"Jal international co ltd,KSA.",Jal International
Dr reddeys laboratories limited,Dr. Reddy's
Gvkemri,GVK EMRI
Wartsila LLC,Wartsila
Feedback Infra Pvt. Ltd.,Feedback Infra
TFG Vacations India Pvt. Ltd.,TFG Vacations
SangamOne Pvt Ltd,sangamone connected service
"Au Financiers India Limted, Au Housing FInance",AU Small Finance Bank
Array software system ,array software systems
BR ERP Technology Pvt. Ltd.,BR ERP TECHNOLOGY
Libra Drugs  Pune,Libra Drugs
Mywish Market Place Pvt. Lmt.,Mywish Marketplaces Pvt Ltd
Vardhman Textiles Ltd.,Vardhman Textiles
PSK Infrastructures And Project Private Limited.,psk infra structure private limited
ACME Telepower Ltd.,ACME Telepower
WNS Global Services Private Limited,WNS Global Services
Ti Tsubamex pvt ltd,ti tsubamex
Vinyak oil and Fats Pvt Ltd,Vinayak Oil Fats
"icici bank ,towers gachibowli",ICICI Bank
icici lombard gic ltd,ICICI Lombard General Insurance Company Limited
HDFC Bank off role,HDFC Bank
"hdfc bank, dcb bank",HDFC Bank
Accenture is my previous company,Accenture
relince jio infocom ltd,Reliance Jio Infocomm
rilaince jio,Reliance Jio Infocomm
reliance industries limired,Reliance
"reliance industries nmd, maharashtra",Reliance
"RAMACHANDRAA PUBLIC SCHOOL, CBSE",Ramachandraa Public School
Tiver pal,Alpha Maier
KUWAIT DANISH DAIRY COMPANY,The Kuwaiti Danish Dairy
The vishvash co-oprating society bank,Vishwas Co Operative Bank
Durga bai desh mukh hospital,Durgabai Deshmukh Hospital & Research Centre
Talati ,Talati & Talati
KHAZANAJEWELLERYPVT LTD,Khazana Jewellery
"Thakur Shivkumarsingh Memorial Engg.College,Zhiri,Burhanpur (M.P.)",Thakur Shivkumarsingh Memorial Engineering College
Shell Business Service Centre,Shell Business Operations
RAKBANK Abu Dhabi UAE,RAK BANK
TANEJA DEVELOPER INFRASTRUCTURE    TDI CITY,Taneja Developers & Infrastructure
TVS Sundaram Auto Components Oragadam,Sundaram Auto Components
overseas alliance india pvt ltd,Overseas Infrastructure Alliance
MPHASIS AN HP,Mphasis
tasty dairy,Tasty Dairy Specialities Ltd.
greenko groop,Greenko Group
titan-ped hosur,Titan(or Intersection)
Vigneshvar air condition pvt ltd,vighneshwar airconditioning
ESCORTS RAILWAY EQUIPMENT DEVISION -FARIDABAD,escorts railway equipment division
HERE solutions,Here Solutions India Pvt Ltd
"Mr Arun Patania (Videocon Ltd, Aurangabad)",Videocon
Taleperformance,Teleperformance
hercules stracul system p ltd,hercules structural systems
Span Apperals Pvt.ltd,Span Apparels Pvt. Ltd.
H1 Starlight Energy,H1STARLIGHT
traibro softech,Tribro softech pvt ltd
Accor,AccorHotels
ARS Traffic ,ars traffic and transport technology pvt. ltd
"LUK India, WEG India, ",LUK INDIA
tulyasys,tulyasys technologies
Hbk engineering.wll,B K Engineering
Serenity Trade Pvt Ltd,serenity trades pvt ltd
Triveni Sugar unit Ltd.,Triveni Engineering & Industries
ALSA ENGG ,Alsa Engineering & Construction
Bebe majorbrands,Major Brands
RAJSHREE SUGARS AND CHEMICALS LTD,Rajshree Sugars & Chemicals
GS holding ltd at Mozambique.,GS Holdings
Technip abhu dhabi,Technip
ENERSYS INDIA BATERIES PVT LTD.,enersys india batteries
Feedback Infra Pvt. Ltd. Hindustan Zinc ltd.,Feedback Infra
Infosys BPO - Operations,infosys bpo ltd
Collabera technology Pvt Ltd.,Collabera
MARUTI NEXA,Maruti
L and L Products India Pvt Ldt .,L&L Products
Coats India A Division of Madura coats,Coats India (A Division of Madura Coats)
alpssoftech.com,Alps Softech Solutions
Avon Beauty Prroduct,Avon Beauty Products
Net Avenue technologies pvt ltd cbazaar.com,Net Avenue Technologies
Bausch and lomb,Bausch & Lomb
Bijoy steel firniture,Bijoy Steel Furniture
VARDHMAN FABRICS,vardhman fabrics budhni
"ITC WELCOM KENCES PALM BEACH,CHENNAI",ITC Welcomgroup
Aequs pvt ltd Belagavi,Aequs
Wipro Arabia Ltd,Wipro
adani mundra  solar Technopark photo voltec Ltd Gujarat ,mundra solar techno park ltd
ms glenmark pharmaceuticals ltd,Glenmark Pharmaceuticals
Tamilnadu State Transport Corporation limited,Tamil Nadu State Transport
indian habitat center,India Habitat Centre
Cremica foods Industries pvt. ltd.,Cremica Food Industries
Altisource Business Solution Pvt. Ltd.,Altisource Business Solutions
infotree services ltd,Infotree Service
ucc tourism and services,Ucc Tourism Services
Reliance Industries Dahej Manufacturing division with MS. Hyperionit pvt ltd,Reliance
Gujarat State Fertilizers and Chemicals Ltd,Gujarat State Fertilizers & Chemicals
Innoviti Payment Solution,Innoviti Payment Solutions Pvt Ltd
The Peerless Inn Kolkata and other three units of PHL ,Peerless Inn
Aashika stock broking,Ashika Stock Broking
"Varam Bio Energy Pvt Ltd,Bhandara",Varam Bio Energy
Dyanaspede integrated systems pvt.ltd,Dynaspede Integrated Systems
ITD ITD CEM JV work in DMRC PROJECTS.,ITD Cementation India
Sms Pharmaceuticals ltd unit-1 kazi palli ,SM PHARMACEUTICALS
schnieder Electric,Schneider Electric
Rail Coach Factory Raebareli,Rail Coach Factory
Nahars Engineering Ind Pvt Ltd,nahar engineering
CHARNOCK HOSPITAL ,Charnock Hospital Research Centre
CROWN GROUP,Crown Group Hospitality
Wheels India Limited-TVS GROUP,Wheels
CA Technologies HYD,Cae Technology
tatateel,TATA Steel
Punj Lloyd Ltd- Power Division,Punj Lloyd
sona koyo steering system limited dharuhera rewari,Sona Koyo Steering Systems
Schneider Electric India Pvt Lmt,Schneider Electric
ATHI RIVER MINING LTD.RHINO CEMENT.,Athi River Mining
Johnson and Johnson Consumer Private Ltd,Johnson and Johnson Private Limited
"Ipca Laboratories ratlam,MP",Ipca Laboratories
Paradeep Phosphate ltd,Paradeep Phosphates
Lloyds luxuries Limited Truefitt and hill,lloyds luxuries
Webnest Software Solution Pvt.Ltd.,WebNest Software Solutions
TRICHY SUZUKI,Suzuki
"Hamad International Airport, Qatar",hamad international airport
Eoc Tailor Made Polymers India Pvt.Ltd.Tarapur.Belgium MNC,Eoc Tailor Made Polymers
DixcyTextilePVTLTD,dixcy textiles pvt. limited
yashaswi academy for skill at TATA MOTORS.,yashaswi academy for skills
Faurecia interior systems,faurecia interiors systems
"Oswal Casting Pvt Ltd sec.25plot.22,23 Faridabad",oswal castings
mylan labaratories ltd,Mylan Laboratories Ltd
Loudcell Technology Pvt. Ltd.,loudcell technologies
Anand Diagnostics Labarotory ,Anand Diagnostic Laboratory
Deepak Fertilizers and Petrochemicals Corporation Ltd,Deepak Fertilisers and Petrochemicals Corporation
Euro School Wakad,Euro School
STAR  WIRE (INDIA) LTD,Star Wire India Limited
Mahindra Gujrat Tractors,Mahindra Gujarat Tractors
Alfaraa Infra Cunstruction Pvt Ltd (MNC Dubai Basis Company),al faraa infra project
LEPRA Society-Blue Peter Public Health ,LEPRA Society
CABINET SYSTEM AND CONTROL PVT LTD,Cabinet Systems & Controls Pvt. Ltd.
Karomi Technologies Pvt Ltd,Karomi Technology
AMD Industries limited Neemrana alwar Rajasthan,AMD Industries Ltd.
Mindtree-Contract employee (Team Lease ),Mindtree
Sahara India Life Insurance COLtd,Sahara India Life Insurance Company
Ms. Agarwal Steel Structures (INDIA) Pvt. Ltd.,Agarwal Steels
axsys technology,Axsys Technologies
Ge power ind,GE Power
Praxair india Pravite Limited,Praxair
Siegweark pvt.ltd,Siegwerk
connect infosoft technologies pvt ptd,connect infosoft technologies
Curetech fourmulation(p)l,Curetech Formulations
Mando Automotives Pvt ltd,Mando Automotive
Vivo mobiles ,Vivo Mobile
Tata Tele Services  Airtel,Tata Teleservices
Asia chennai engineering co.pvt.ltd,Asia Chennai Engineering Company
varah infrastructure  pvt.ltd,varaha infra
"Designtech Systems, Pune, Maharashtra",DesignTech Systems
ALMARAI ALKHARJ RIYADH SAUDI ARABIA,Almarai
Godrej Consumer Product Limited,Godrej Consumer Products
"ASHLAND,US BASED MNC,FORTUNE 500 LISTED",Ashland
nila infrastructure ltd,Nila Infrastructures
Godfrey Phillips India Ltd. And mastar tobacco company,Godfrey Phillips India
KEF Infrastructure India Pvt Ltd. (KEF Holdings),kef infrastructure india
MAHINRA CIE AUTOMOTIVE PVT LMT,Mahindra CIE Automotive Ltd
icici pru life ins com,ICICI Prudential Life Insurance
Orient Cement  Limited Devapur,Orient Cement
Sulzer Chemtech oil and gas EPC projects,Sulzer Chemtech
zenpower,Zen Power Tech
amalgamated plantation private Ltm.,Amalgamated Plantations
Shore Infotech India Pvt. Ltd.,shore infotech india
Thuse Electronics,Thuse Elektronics
Hewlett-Packard Global e-business Operations Pvt Ltd,Hewlett-Packard
Indu project limited,Indu Projects Limited
I-Pick Solutions India Pvt. Ltd.,I-Pick Solution India Pvt.Ltd
bharat gas agancy,Bharat Gas
Food Vista Pvt Ltd,foodvista india
Star Union Dai-chi Life Insurance,star union dai ichi life insurance co.ltd
Dishman pharmaceautical and chemical Ltd,Dishman Pharmaceuticals and Chemicals
Reliance jio Infocom,Reliance Jio Infocomm
"Le Meridien, Jaipur (Unit of Starwood Hotels ",Le Meridien
Draeger India Pvt. Ltd. and Draeger Safety India Pvt. Ltd,Draeger Medical
PRL project and infrastructure LTD,PRL Projects 
Maharashtra Fasteners Pvt. Ltd. ,maharashtra fastners
Aditya Electrical,Aditya Electrical Services
VVF India Ltd. Baddi  HP,VVF
DXC technologoy,DXC Technology
Orange City Hospital And Research Institute,Orange City Hospital & Research Institute
American Express Banking Corp. India Branch,american express banking corp
Sigma Electrical Manufacturing corporation.,sigma electrical manufacturing pvt ltd pune
YALAMANCHILI SOFTWARE LIMITED,Yalamanchili Software Exports
Skylex technology Pvt LTD,skylex
draxlmaier manufacturing indai,draxalmair india pvt ltd
Rohde and Schwarz,Rohde & Schwarz
Pepsico India holdings pvt lts,pepsico india holdings
APAR INDUSTRIES LIMITED,Apar Industries
Edujobs Academy private limited,Edujobs academy Pvt ltd
"Aurobindo PharmaLtd,",Aurobindo Pharma
Hetero Biopharma Limited,hetero biopharma
Crescent Foundry Company Pvt. Ltd.,Crescent Foundry
Indiabulls Ventures Ltd,Indiabulls Ventures
ALSTOM INDIA LIMITED,Alstom
SIRI CYBERTECH PRIVATE LTD.,siri cybertech
E-meditek Technology Pvt Ltd.,e-meditek technologies
Kaloupi it Services Pvt ltd,Kaloupi
Nyk auto logistics lndia pvt ltd,nyk auto logistics
UTC Aerospace system  Pvt Ltd,UTC Aerospace Systems
"United Drilling Tool Limited,Noida",United Drilling Tools Ltd.
Trelleorg vibracoustic India pvt. ,Trelleborg Vibracoustic
bigbasket online shopping E-commerce,BigBasket
Synegytech,Synergy Tech
Udaan Tours pvt Ltd,Udaan Tour Club & Holiday Makers
oppo india mobile pvt.ltd,OPPO
"Concentrix private Lmt,Ranchi",CoCENTRIX
VANDHANA INTERNATIONAL PVT LTD CONTRACTOR OF DELHI METRO RAIL CARPORATION ,vandhana international
Venkys Livestovk -BV Biocorp Pvt Ltd,B. V. Biocorp
ICICI Lombard GENERAL INSURANCE,ICICI Lombard General Insurance Company Limited
Gensol Consultants Pvt. Ltd. currently working  Hyderabad 40 MW Solar power plant in Teluttevi,Gensol Consultants
Century real estate real estate holding pvt limited,Century Real Estate
Salus Alpha IT Pvt. Ltd.,Salus Alpha
Hershey India Pvt. Ltd.,The Hershey Company
vinca westdown heritage resort,Vinca West Downs Heritage Resort
Adie Broswon Brewery ,adie broswon corporation
NIMS University Hospital,NIMS University
Sunrise Biztech Systems till October 13th 2017,sunrise biztech systems
LARSEN AND TOUBRO TECHNOLOGY SERVICE,L&T
zamil aircondationer,Zamil Air Conditioners
"Manipal hospital, salem",Manipal Hospital
jeewan motors (P) ltd True value,Jeewan Motors
Shahi Exports pvt ltd.,Shahi Exports
amazon seller services pvt ltd.,Amazon Seller Services
Capital First Ltd.,Capital first
TATA AIA Life Insurance Co   Ltd,Tata AIA Life
CenturyLink Technologies,CenturyLink
Suraj Logistix Pvt. Ltd.,Suraj Logistix
Aarna Solutions Pvt LTD..,Aarna Solutions
D.P.S,DPS
Aloha Technology Pvt.Ltd,Aloha Technology
Dreamplast India Pvt Ltd,dream plast india pvt. ltd
Arvind Constructions Company  Pvt Ltd.,Arvind Construction
CAPGEMINI TECHNOLOGY SERVICES-Bangalore,capgemini technology services india pvt ltd
glenmark pharmaceutical ltd goa,Glenmark Pharmaceuticals
Sun Pharma company limited mohali punjab,Sun Pharmaceutical Industries
Jubilant Generic Limiteds,Jubilant Generics
Carrefour retail,Carrefour
jaya hind industeries ltd.,Jaya Hind Industries
huawei and vivo,Huawei Mobile
BYR Insurance Broker Pvt. Ltd,byr insurance brokers
Arvind Lifestyle Brands Ltd.US POLO Flying Machine,Arvind Lifestyle Brands
bechtel enka joint venture,bechtel enka
mother dairy ptd,Mother Dairy Fruit & Vegetable Pvt. Ltd
ATOS Ind Pvt Ltd,Atos
"Bachpan...A play school, Hathras",Bachpan A Play School
Fullerton Securities ,Fullerton Securities & Wealth Advisors
Eurokids Internaional Pvt Ltd,Eurokids
Baskin ,Baskin Robbins
Ind Swift lab.,Ind-Swift Laboratories
COX AND KINGS LTD- MORADABAD,Cox & Kings
HARSCO Metals and Minerals,Harsco
One point one solution pvt ltd,one point one solutions
Serum institute pune,Serum Institute of India
Ms. Mylan laboratories Limited,Mylan Laboratories Ltd
ITC food company,ITC
Liebherr India Private Limited OEM,Liebherr
honda car service center,Honda Cars
Reliance Retail NDC KURKUMBH,Reliance Retail Limited
OASYS TECH SOLUTION PVT.LTD,OASYS Tech Solutions
MAHLE BEHR INDIA LTD ANAND GROUP,MAHLE Behr India
Al Shifa Hospital,Al Shifa Multispeciality Hospital
LEITNER SHRIRM MANUFATURING LTD,Leitner Shriram Manufacturing
Four dimension company,Four Dimensions
Intelnet Global services Pvt Ltd,Intelnet Services
Maruti suzuki company gourgown,Maruti Suzuki
Manpasand Beverage ltd,Manpasand Beverages
Daimler India Commercial Vechile,Daimler India Commercial Vehicles
J.K. Cement Works,JK Cement
Aloha Technology PVT LTD Baner,Aloha Technology
"Bharat Forge Ltd. Mundhawa,Hadapsar.",Bharat Forge
TOYOTETSU INDIA PVT LTD BANGALORE,Toyotetsu india auto parts pvt ltd
G4S Security India  (P) Ltd,g4s security services
Punjab National Bank Housing Finance Ltd.,Punjab National Bank
SCHREIBER DYNAMIX DAIRY PVT LTD,Schreiber Dynamix Dairies
Larsen And Toubro INFOTECH LIMITED,L&T
"Wartsila Diesel (I) Ltd., India",Wartsila
Intelnet global services,Intelenet Global Services
Bajaj auto Ltd. chakan ,Bajaj Auto
Bosch chassis system India lmt ,Bosch Chassis Systems
OPPO MOBILE GUJRAT,OPPO
Think and learn pvt.ltd (byjus),Think & Learn
"DR.REDDY'S LAB. , IPCA 3C",Dr. Reddy's
"Waltrump Technology Meerut, UP, India.",Waltrump Technology
"Hetero Labs Limited, Unit Vi, Jadcherla.",Hetero Labs
Ola Cabs diraiving,Ola Cabs
Tata Motors Car Plant PVBU Pune,Tata Motors
LARSEN&TOUBROLTD.,L&T
Bajaj capital life insurance,Bajaj Capital
Larsen and Toubro Limited ECC Division,L&T
MIDMARK india pvt ltd.,Midmark Corporation
"PETROFAC INTERNATIONAL LTD., SHARJAH",Petrofac
Robert Bosch Automative India Pvt. Ltd Bengalore,Robert Bosch
"Tanfac Industries Ltd ,Aditya Birla group,Cuddalore",TANFAC INDUSTRIES
weir bdk valves Hubli,Weir BDK Valves
Larsen And Toubro VERMA ENGG WORKS,L&T
Royal enfiled,Royal Enfield
American Express Global Business Travels,American Express Global Business Travel
TATA Motors Limited-Drivelines,Tata Motors
Panacea Biotech ltd,Panacea Biotec
Cisco System Ltd (A SRA OSS ),Cisco Systems
Hcl infosystem Pvt ltd,HCL Infosystems
Unichem labs limited,Unichem Laboratories
Schneider Electric Infrastructure Ltd. (Formerly Areva T,Schneider Electric Infrastructure Ltd
